"idhod","hodnota","stapro_kod","vek_cis","vek_kod","vuzemi_cis","vuzemi_kod","rok","tyden","roktyden","casref_od","casref_do","vek_txt","priznak"
"1326753957","367","5393","7700","410045610065000","97","19","2012","31","2012-W31","2012-07-30","2012-08-05","45-64",
"1326857289","452","5393","7700","410065610075000","97","19","2012","31","2012-W31","2012-07-30","2012-08-05","65-74",
"1326201150","625","5393","7700","410075610085000","97","19","2012","31","2012-W31","2012-07-30","2012-08-05","75-84",
"1326653900","502","5393","7700","410085799999000","97","19","2012","31","2012-W31","2012-07-30","2012-08-05","85 a více",
"1326307426","2015","5393",,,"97","19","2012","31","2012-W31","2012-07-30","2012-08-05","celkem",
"1326847372","7","5393","7700","400000610015000","97","19","2012","32","2012-W32","2012-08-06","2012-08-12","0-14",
"1326401482","80","5393","7700","410015610045000","97","19","2012","32","2012-W32","2012-08-06","2012-08-12","15-44",
"1326876470","350","5393","7700","410045610065000","97","19","2012","32","2012-W32","2012-08-06","2012-08-12","45-64",
"1326194862","376","5393","7700","410065610075000","97","19","2012","32","2012-W32","2012-08-06","2012-08-12","65-74",
"1326982775","579","5393","7700","410075610085000","97","19","2012","32","2012-W32","2012-08-06","2012-08-12","75-84",
"1326488571","529","5393","7700","410085799999000","97","19","2012","32","2012-W32","2012-08-06","2012-08-12","85 a více",
"1326308874","1921","5393",,,"97","19","2012","32","2012-W32","2012-08-06","2012-08-12","celkem",
"1326176819","2","5393","7700","400000610015000","97","19","2012","33","2012-W33","2012-08-13","2012-08-19","0-14",
"1326187834","60","5393","7700","410015610045000","97","19","2012","33","2012-W33","2012-08-13","2012-08-19","15-44",
"1326754712","369","5393","7700","410045610065000","97","19","2012","33","2012-W33","2012-08-13","2012-08-19","45-64",
"1326645844","417","5393","7700","410065610075000","97","19","2012","33","2012-W33","2012-08-13","2012-08-19","65-74",
"1326651929","511","5393","7700","410075610085000","97","19","2012","33","2012-W33","2012-08-13","2012-08-19","75-84",
"1326742573","475","5393","7700","410085799999000","97","19","2012","33","2012-W33","2012-08-13","2012-08-19","85 a více",
"1326742247","1834","5393",,,"97","19","2012","33","2012-W33","2012-08-13","2012-08-19","celkem",
"1326494049","7","5393","7700","400000610015000","97","19","2012","34","2012-W34","2012-08-20","2012-08-26","0-14",
"1326854395","78","5393","7700","410015610045000","97","19","2012","34","2012-W34","2012-08-20","2012-08-26","15-44",
"1326998599","372","5393","7700","410045610065000","97","19","2012","34","2012-W34","2012-08-20","2012-08-26","45-64",
"1326979314","402","5393","7700","410065610075000","97","19","2012","34","2012-W34","2012-08-20","2012-08-26","65-74",
"1326229400","655","5393","7700","410075610085000","97","19","2012","34","2012-W34","2012-08-20","2012-08-26","75-84",
"1326206274","510","5393","7700","410085799999000","97","19","2012","34","2012-W34","2012-08-20","2012-08-26","85 a více",
"1326409492","2024","5393",,,"97","19","2012","34","2012-W34","2012-08-20","2012-08-26","celkem",
"1326175047","7","5393","7700","400000610015000","97","19","2012","35","2012-W35","2012-08-27","2012-09-02","0-14",
"1326848520","64","5393","7700","410015610045000","97","19","2012","35","2012-W35","2012-08-27","2012-09-02","15-44",
"1326857912","350","5393","7700","410045610065000","97","19","2012","35","2012-W35","2012-08-27","2012-09-02","45-64",
"1326978192","364","5393","7700","410065610075000","97","19","2012","35","2012-W35","2012-08-27","2012-09-02","65-74",
"1326983486","543","5393","7700","410075610085000","97","19","2012","35","2012-W35","2012-08-27","2012-09-02","75-84",
"1326863847","489","5393","7700","410085799999000","97","19","2012","35","2012-W35","2012-08-27","2012-09-02","85 a více",
"1326864395","1817","5393",,,"97","19","2012","35","2012-W35","2012-08-27","2012-09-02","celkem",
"1326175085","7","5393","7700","400000610015000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","0-14",
"1326501743","52","5393","7700","410015610045000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","15-44",
"1326735866","369","5393","7700","410045610065000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","45-64",
"1326401571","420","5393","7700","410065610075000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","65-74",
"1326982776","574","5393","7700","410075610085000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","75-84",
"1326653395","477","5393","7700","410085799999000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","85 a více",
"1326652954","1899","5393",,,"97","19","2012","36","2012-W36","2012-09-03","2012-09-09","celkem",
"1326637568","12","5393","7700","400000610015000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","0-14",
"1326637347","77","5393","7700","410015610045000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","15-44",
"1326228966","366","5393","7700","410045610065000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","45-64",
"1326403716","417","5393","7700","410065610075000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","65-74",
"1326740791","598","5393","7700","410075610085000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","75-84",
"1326487816","463","5393","7700","410085799999000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","85 a více",
"1326985664","1933","5393",,,"97","19","2012","37","2012-W37","2012-09-10","2012-09-16","celkem",
"1326637569","6","5393","7700","400000610015000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","0-14",
"1326978089","55","5393","7700","410015610045000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","15-44",
"1326875892","369","5393","7700","410045610065000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","45-64",
"1326647615","419","5393","7700","410065610075000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","65-74",
"1326408006","582","5393","7700","410075610085000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","75-84",
"1326486606","431","5393","7700","410085799999000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","85 a více",
"1326306331","1862","5393",,,"97","19","2012","38","2012-W38","2012-09-17","2012-09-23","celkem",
"1326174758","9","5393","7700","400000610015000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","0-14",
"1326400169","69","5393","7700","410015610045000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","15-44",
"1326422104","344","5393","7700","410045610065000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","45-64",
"1326856860","447","5393","7700","410065610075000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","65-74",
"1326199768","610","5393","7700","410075610085000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","75-84",
"1326488396","545","5393","7700","410085799999000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","85 a více",
"1326409493","2024","5393",,,"97","19","2012","39","2012-W39","2012-09-24","2012-09-30","celkem",
"1326175329","8","5393","7700","400000610015000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","0-14",
"1326971100","56","5393","7700","410015610045000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","15-44",
"1326979212","364","5393","7700","410045610065000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","45-64",
"1326646532","400","5393","7700","410065610075000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","65-74",
"1326406848","585","5393","7700","410075610085000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","75-84",
"1326985554","526","5393","7700","410085799999000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","85 a více",
"1326308798","1939","5393",,,"97","19","2012","40","2012-W40","2012-10-01","2012-10-07","celkem",
"1326637021","6","5393","7700","400000610015000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","0-14",
"1326190508","56","5393","7700","410015610045000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","15-44",
"1326647656","351","5393","7700","410045610065000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","45-64",
"1326401580","416","5393","7700","410065610075000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","65-74",
"1326201490","615","5393","7700","410075610085000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","75-84",
"1326488263","546","5393","7700","410085799999000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","85 a více",
"1326652963","1990","5393",,,"97","19","2012","41","2012-W41","2012-10-08","2012-10-14","celkem",
"1326173986","10","5393","7700","400000610015000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","0-14",
"1326645350","65","5393","7700","410015610045000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","15-44",
"1326857214","356","5393","7700","410045610065000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","45-64",
"1326734424","447","5393","7700","410065610075000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","65-74",
"1326203529","592","5393","7700","410075610085000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","75-84",
"1326863996","545","5393","7700","410085799999000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","85 a více",
"1326863684","2015","5393",,,"97","19","2012","42","2012-W42","2012-10-15","2012-10-21","celkem",
"1326495552","8","5393","7700","400000610015000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","0-14",
"1326174589","52","5393","7700","410015610045000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","15-44",
"1326997864","391","5393","7700","410045610065000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","45-64",
"1326482279","431","5393","7700","410065610075000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","65-74",
"1326739916","616","5393","7700","410075610085000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","75-84",
"1326741804","574","5393","7700","410085799999000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","85 a více",
"1326410161","2072","5393",,,"97","19","2012","43","2012-W43","2012-10-22","2012-10-28","celkem",
"1326848767","10","5393","7700","400000610015000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","0-14",
"1326400166","60","5393","7700","410015610045000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","15-44",
"1326998600","341","5393","7700","410045610065000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","45-64",
"1326736075","442","5393","7700","410065610075000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","65-74",
"1326650035","625","5393","7700","410075610085000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","75-84",
"1326740926","550","5393","7700","410085799999000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","85 a více",
"1326741827","2028","5393",,,"97","19","2012","44","2012-W44","2012-10-29","2012-11-04","celkem",
"1326393249","11","5393","7700","400000610015000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","0-14",
"1326400168","64","5393","7700","410015610045000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","15-44",
"1326503246","325","5393","7700","410045610065000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","45-64",
"1326856861","404","5393","7700","410065610075000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","65-74",
"1326983487","577","5393","7700","410075610085000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","75-84",
"1326486498","547","5393","7700","410085799999000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","85 a více",
"1326652453","1928","5393",,,"97","19","2012","45","2012-W45","2012-11-05","2012-11-11","celkem",
"1326849341","8","5393","7700","400000610015000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","0-14",
"1326733092","84","5393","7700","410015610045000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","15-44",
"1326193553","342","5393","7700","410045610065000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","45-64",
"1326401586","427","5393","7700","410065610075000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","65-74",
"1326861148","612","5393","7700","410075610085000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","75-84",
"1326206718","504","5393","7700","410085799999000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","85 a více",
"1326741017","1977","5393",,,"97","19","2012","46","2012-W46","2012-11-12","2012-11-18","celkem",
"1326637595","6","5393","7700","400000610015000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","0-14",
"1326176314","48","5393","7700","410015610045000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","15-44",
"1326980322","373","5393","7700","410045610065000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","45-64",
"1326979316","429","5393","7700","410065610075000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","65-74",
"1326422337","600","5393","7700","410075610085000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","75-84",
"1326653927","528","5393","7700","410085799999000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","85 a více",
"1326487916","1984","5393",,,"97","19","2012","47","2012-W47","2012-11-19","2012-11-25","celkem",
"1326637570","8","5393","7700","400000610015000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","0-14",
"1326190509","68","5393","7700","410015610045000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","15-44",
"1326421388","381","5393","7700","410045610065000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","45-64",
"1326190672","461","5393","7700","410065610075000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","65-74",
"1326203482","651","5393","7700","410075610085000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","75-84",
"1326409775","584","5393","7700","410085799999000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","85 a více",
"1326985682","2153","5393",,,"97","19","2012","48","2012-W48","2012-11-26","2012-12-02","celkem",
"1326175298","9","5393","7700","400000610015000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","0-14",
"1326726432","59","5393","7700","410015610045000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","15-44",
"1326754089","362","5393","7700","410045610065000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","45-64",
"1326736076","453","5393","7700","410065610075000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","65-74",
"1326861149","638","5393","7700","410075610085000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","75-84",
"1326741081","531","5393","7700","410085799999000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","85 a více",
"1326986604","2052","5393",,,"97","19","2012","49","2012-W49","2012-12-03","2012-12-09","celkem",
"1326847791","10","5393","7700","400000610015000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","0-14",
"1326177772","65","5393","7700","410015610045000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","15-44",
"1326230395","380","5393","7700","410045610065000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","45-64",
"1326503021","460","5393","7700","410065610075000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","65-74",
"1326478978","664","5393","7700","410075610085000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","75-84",
"1326742420","562","5393","7700","410085799999000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","85 a více",
"1326487915","2141","5393",,,"97","19","2012","50","2012-W50","2012-12-10","2012-12-16","celkem",
"1326177328","9","5393","7700","400000610015000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","0-14",
"1326855672","67","5393","7700","410015610045000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","15-44",
"1326478007","385","5393","7700","410045610065000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","45-64",
"1326503022","451","5393","7700","410065610075000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","65-74",
"1326998807","659","5393","7700","410075610085000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","75-84",
"1326862454","577","5393","7700","410085799999000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","85 a více",
"1326410162","2148","5393",,,"97","19","2012","51","2012-W51","2012-12-17","2012-12-23","celkem",
"1326493648","7","5393","7700","400000610015000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","0-14",
"1326976765","61","5393","7700","410015610045000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","15-44",
"1326193554","387","5393","7700","410045610065000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","45-64",
"1326734434","441","5393","7700","410065610075000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","65-74",
"1326983756","729","5393","7700","410075610085000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","75-84",
"1326984914","603","5393","7700","410085799999000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","85 a více",
"1326410163","2228","5393",,,"97","19","2012","52","2012-W52","2012-12-24","2012-12-30","celkem",
"1326637022","9","5393","7700","400000610015000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","0-14",
"1326174590","74","5393","7700","410015610045000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","15-44",
"1326194964","456","5393","7700","410045610065000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","45-64",
"1326735531","456","5393","7700","410065610075000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","65-74",
"1326650918","699","5393","7700","410075610085000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","75-84",
"1326863446","619","5393","7700","410085799999000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","85 a více",
"1326986601","2313","5393",,,"97","19","2013","01","2013-W01","2012-12-31","2013-01-06","celkem",
"1326728036","7","5393","7700","400000610015000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","0-14",
"1326177773","71","5393","7700","410015610045000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","15-44",
"1326193557","365","5393","7700","410045610065000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","45-64",
"1326401592","539","5393","7700","410065610075000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","65-74",
"1326230774","688","5393","7700","410075610085000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","75-84",
"1326488397","563","5393","7700","410085799999000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","85 a více",
"1326409494","2233","5393",,,"97","19","2013","02","2013-W02","2013-01-07","2013-01-13","celkem",
"1326727176","13","5393","7700","400000610015000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","0-14",
"1326177774","81","5393","7700","410015610045000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","15-44",
"1326875740","398","5393","7700","410045610065000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","45-64",
"1326736077","534","5393","7700","410065610075000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","65-74",
"1326861273","715","5393","7700","410075610085000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","75-84",
"1326742707","598","5393","7700","410085799999000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","85 a více",
"1326863686","2339","5393",,,"97","19","2013","03","2013-W03","2013-01-14","2013-01-20","celkem",
"1326176820","9","5393","7700","400000610015000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","0-14",
"1326190510","63","5393","7700","410015610045000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","15-44",
"1326875893","420","5393","7700","410045610065000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","45-64",
"1326856878","502","5393","7700","410065610075000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","65-74",
"1326203483","735","5393","7700","410075610085000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","75-84",
"1326742582","629","5393","7700","410085799999000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","85 a více",
"1326409101","2358","5393",,,"97","19","2013","04","2013-W04","2013-01-21","2013-01-27","celkem",
"1326726099","6","5393","7700","400000610015000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","0-14",
"1326855671","78","5393","7700","410015610045000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","15-44",
"1326875746","402","5393","7700","410045610065000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","45-64",
"1326980110","535","5393","7700","410065610075000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","65-74",
"1326739797","734","5393","7700","410075610085000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","75-84",
"1326986379","704","5393","7700","410085799999000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","85 a více",
"1326742399","2459","5393",,,"97","19","2013","05","2013-W05","2013-01-28","2013-02-03","celkem",
"1326177938","14","5393","7700","400000610015000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","0-14",
"1326726433","79","5393","7700","410015610045000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","15-44",
"1326736575","423","5393","7700","410045610065000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","45-64",
"1326190662","547","5393","7700","410065610075000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","65-74",
"1326998808","759","5393","7700","410075610085000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","75-84",
"1326409048","668","5393","7700","410085799999000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","85 a více",
"1326986229","2490","5393",,,"97","19","2013","06","2013-W06","2013-02-04","2013-02-10","celkem",
"1326638001","8","5393","7700","400000610015000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","0-14",
"1326849427","69","5393","7700","410015610045000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","15-44",
"1326647657","396","5393","7700","410045610065000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","45-64",
"1326503023","493","5393","7700","410065610075000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","65-74",
"1326861274","737","5393","7700","410075610085000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","75-84",
"1326984747","682","5393","7700","410085799999000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","85 a více",
"1326309297","2385","5393",,,"97","19","2013","07","2013-W07","2013-02-11","2013-02-17","celkem",
"1326394670","7","5393","7700","400000610015000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","0-14",
"1326645353","58","5393","7700","410015610045000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","15-44",
"1326193558","415","5393","7700","410045610065000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","45-64",
"1326979308","520","5393","7700","410065610075000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","65-74",
"1326984602","679","5393","7700","410075610085000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","75-84",
"1326651957","686","5393","7700","410085799999000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","85 a více",
"1326986756","2365","5393",,,"97","19","2013","08","2013-W08","2013-02-18","2013-02-24","celkem",
"1326175299","7","5393","7700","400000610015000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","0-14",
"1326643976","68","5393","7700","410015610045000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","15-44",
"1326230396","419","5393","7700","410045610065000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","45-64",
"1326979827","470","5393","7700","410065610075000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","65-74",
"1326998809","734","5393","7700","410075610085000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","75-84",
"1326986671","605","5393","7700","410085799999000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","85 a více",
"1326306786","2303","5393",,,"97","19","2013","09","2013-W09","2013-02-25","2013-03-03","celkem",
"1326394957","10","5393","7700","400000610015000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","0-14",
"1326501855","67","5393","7700","410015610045000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","15-44",
"1326478008","413","5393","7700","410045610065000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","45-64",
"1326501948","486","5393","7700","410065610075000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","65-74",
"1326201729","646","5393","7700","410075610085000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","75-84",
"1326204370","696","5393","7700","410085799999000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","85 a více",
"1326308078","2318","5393",,,"97","19","2013","10","2013-W10","2013-03-04","2013-03-10","celkem",
"1326726118","7","5393","7700","400000610015000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","0-14",
"1326174591","61","5393","7700","410015610045000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","15-44",
"1326857041","390","5393","7700","410045610065000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","45-64",
"1326503857","530","5393","7700","410065610075000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","65-74",
"1326203484","702","5393","7700","410075610085000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","75-84",
"1326653610","635","5393","7700","410085799999000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","85 a více",
"1326410001","2325","5393",,,"97","19","2013","11","2013-W11","2013-03-11","2013-03-17","celkem",
"1326847365","12","5393","7700","400000610015000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","0-14",
"1326178055","65","5393","7700","410015610045000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","15-44",
"1326979618","364","5393","7700","410045610065000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","45-64",
"1326194539","500","5393","7700","410065610075000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","65-74",
"1326203485","686","5393","7700","410075610085000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","75-84",
"1326409776","724","5393","7700","410085799999000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","85 a více",
"1326742248","2351","5393",,,"97","19","2013","12","2013-W12","2013-03-18","2013-03-24","celkem",
"1326173987","10","5393","7700","400000610015000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","0-14",
"1326501858","49","5393","7700","410015610045000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","15-44",
"1326229263","390","5393","7700","410045610065000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","45-64",
"1326503024","536","5393","7700","410065610075000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","65-74",
"1326422338","681","5393","7700","410075610085000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","75-84",
"1326486725","658","5393","7700","410085799999000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","85 a více",
"1326306999","2324","5393",,,"97","19","2013","13","2013-W13","2013-03-25","2013-03-31","celkem",
"1326177888","10","5393","7700","400000610015000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","0-14",
"1326734363","73","5393","7700","410015610045000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","15-44",
"1326422105","391","5393","7700","410045610065000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","45-64",
"1326192884","540","5393","7700","410065610075000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","65-74",
"1326201730","725","5393","7700","410075610085000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","75-84",
"1326862478","709","5393","7700","410085799999000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","85 a více",
"1326488487","2448","5393",,,"97","19","2013","14","2013-W14","2013-04-01","2013-04-07","celkem",
"1326971034","13","5393","7700","400000610015000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","0-14",
"1326847697","68","5393","7700","410015610045000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","15-44",
"1326665963","339","5393","7700","410045610065000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","45-64",
"1326192919","489","5393","7700","410065610075000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","65-74",
"1326203486","737","5393","7700","410075610085000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","75-84",
"1326862323","626","5393","7700","410085799999000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","85 a více",
"1326986230","2272","5393",,,"97","19","2013","15","2013-W15","2013-04-08","2013-04-14","celkem",
"1326494655","8","5393","7700","400000610015000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","0-14",
"1326493969","61","5393","7700","410015610045000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","15-44",
"1326646746","387","5393","7700","410045610065000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","45-64",
